hud_area_code,hud_areaname,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4
NCNTY38073N38073,"Ransom County, ND",586,666,877,1193,1455
NCNTY38075N38075,"Renville County, ND",676,681,896,1090,1317
NCNTY38077N38077,"Richland County, ND",662,666,877,1246,1289
NCNTY38079N38079,"Rolette County, ND",662,666,877,1090,1455
NCNTY38081N38081,"Sargent County, ND",684,688,877,1167,1209
NCNTY38083N38083,"Sheridan County, ND",733,738,948,1347,1573
NCNTY38085N38085,"Sioux County, ND",674,678,877,1067,1283
NCNTY38087N38087,"Slope County, ND",733,738,948,1347,1573
NCNTY38089N38089,"Stark County, ND",927,941,1070,1521,1823
NCNTY38091N38091,"Steele County, ND",678,683,877,1246,1455
NCNTY38093N38093,"Stutsman County, ND",662,666,877,1246,1455
NCNTY38095N38095,"Towner County, ND",678,683,877,1246,1455
NCNTY38097N38097,"Traill County, ND",697,701,877,1246,1312
NCNTY38099N38099,"Walsh County, ND",687,691,878,1127,1467
NCNTY38101N38101,"Ward County, ND",737,822,1082,1538,1843
NCNTY38103N38103,"Wells County, ND",702,706,877,1246,1455
NCNTY38105N38105,"Williams County, ND",884,988,1130,1606,1874
NCNTY39001N39001,"Adams County, OH",627,644,848,1067,1139
NCNTY39005N39005,"Ashland County, OH",567,644,848,1078,1376
NCNTY39007N39007,"Ashtabula County, OH",567,659,848,1091,1195
NCNTY39009N39009,"Athens County, OH",843,857,1002,1219,1410
NCNTY39011N39011,"Auglaize County, OH",685,689,848,1205,1399
NCNTY39021N39021,"Champaign County, OH",666,670,852,1169,1236
NCNTY39027N39027,"Clinton County, OH",644,713,872,1138,1342
NCNTY39029N39029,"Columbiana County, OH",567,707,848,1119,1192
NCNTY39031N39031,"Coshocton County, OH",627,681,848,1172,1296
NCNTY39033N39033,"Crawford County, OH",578,700,848,1103,1139
NCNTY39037N39037,"Darke County, OH",627,729,848,1158,1214
NCNTY39039N39039,"Defiance County, OH",661,667,878,1180,1247
NCNTY39043N39043,"Erie County, OH",769,774,966,1176,1457
NCNTY39047N39047,"Fayette County, OH",594,688,848,1078,1203
NCNTY39053N39053,"Gallia County, OH",627,726,848,1032,1234
NCNTY39059N39059,"Guernsey County, OH",600,682,898,1124,1368
NCNTY39063N39063,"Hancock County, OH",643,753,961,1242,1569
NCNTY39065N39065,"Hardin County, OH",627,700,848,1090,1180
NCNTY39067N39067,"Harrison County, OH",627,644,848,1135,1139
NCNTY39069N39069,"Henry County, OH",590,751,848,1124,1312
NCNTY39071N39071,"Highland County, OH",627,690,848,1087,1268
NCNTY39075N39075,"Holmes County, OH",627,644,848,1044,1139
NCNTY39077N39077,"Huron County, OH",633,650,856,1110,1208
NCNTY39079N39079,"Jackson County, OH",627,649,848,1165,1345
NCNTY39083N39083,"Knox County, OH",672,726,909,1215,1221
NCNTY39091N39091,"Logan County, OH",655,674,887,1138,1192
NCNTY39101N39101,"Marion County, OH",686,706,929,1131,1248
NCNTY39105N39105,"Meigs County, OH",567,740,848,1034,1444
NCNTY39107N39107,"Mercer County, OH",640,644,848,1135,1139
NCNTY39111N39111,"Monroe County, OH",627,696,848,1075,1169
NCNTY39115N39115,"Morgan County, OH",627,751,848,1032,1316
NCNTY39119N39119,"Muskingum County, OH",647,651,848,1117,1181
NCNTY39121N39121,"Noble County, OH",627,751,848,1032,1195
NCNTY39125N39125,"Paulding County, OH",627,738,848,1153,1263
NCNTY39131N39131,"Pike County, OH",632,652,855,1053,1234
NCNTY39135N39135,"Preble County, OH",648,653,859,1117,1363
NCNTY39137N39137,"Putnam County, OH",627,711,848,1032,1139
NCNTY39141N39141,"Ross County, OH",655,724,899,1098,1227
NCNTY39143N39143,"Sandusky County, OH",627,684,848,1205,1269
NCNTY39145N39145,"Scioto County, OH",629,751,848,1185,1295
NCNTY39147N39147,"Seneca County, OH",625,667,848,1056,1210
NCNTY39149N39149,"Shelby County, OH",595,693,852,1157,1265
NCNTY39157N39157,"Tuscarawas County, OH",692,697,917,1145,1322
NCNTY39161N39161,"Van Wert County, OH",627,654,848,1107,1139
NCNTY39163N39163,"Vinton County, OH",627,660,848,1032,1177
NCNTY39167N39167,"Washington County, OH",652,656,848,1059,1207
NCNTY39169N39169,"Wayne County, OH",645,691,910,1166,1274
NCNTY39171N39171,"Williams County, OH",567,715,848,1076,1139
NCNTY39175N39175,"Wyandot County, OH",627,696,848,1032,1226
NCNTY40001N40001,"Adair County, OK",652,657,853,1142,1146
NCNTY40003N40003,"Alfalfa County, OK",644,648,853,1063,1252
NCNTY40005N40005,"Atoka County, OK",662,666,853,1178,1217
NCNTY40007N40007,"Beaver County, OK",662,664,853,1084,1213
NCNTY40009N40009,"Beckham County, OK",708,713,938,1167,1377
NCNTY40011N40011,"Blaine County, OK",662,674,853,1080,1453
NCNTY40013N40013,"Bryan County, OK",662,666,877,1187,1308
NCNTY40015N40015,"Caddo County, OK",598,648,853,1038,1173
NCNTY40019N40019,"Carter County, OK",740,745,952,1190,1444
NCNTY40021N40021,"Cherokee County, OK",675,680,854,1073,1190
NCNTY40023N40023,"Choctaw County, OK",600,648,853,1050,1146
NCNTY40025N40025,"Cimarron County, OK",662,664,853,1099,1252
NCNTY40029N40029,"Coal County, OK",644,648,853,1139,1335
NCNTY40035N40035,"Craig County, OK",668,672,885,1172,1202
NCNTY40039N40039,"Custer County, OK",666,670,866,1231,1273
NCNTY40041N40041,"Delaware County, OK",686,691,909,1107,1436
NCNTY40043N40043,"Dewey County, OK",657,662,871,1238,1484
NCNTY40045N40045,"Ellis County, OK",711,749,916,1115,1344
NCNTY40049N40049,"Garvin County, OK",644,648,853,1117,1425
NCNTY40053N40053,"Grant County, OK",644,648,853,1096,1252
NCNTY40055N40055,"Greer County, OK",644,648,853,1212,1252
NCNTY40057N40057,"Harmon County, OK",662,664,853,1038,1252
NCNTY40059N40059,"Harper County, OK",662,664,853,1207,1252
NCNTY40061N40061,"Haskell County, OK",645,648,853,1129,1340
NCNTY40063N40063,"Hughes County, OK",662,707,853,1131,1453
NCNTY40065N40065,"Jackson County, OK",672,679,865,1078,1349
NCNTY40067N40067,"Jefferson County, OK",644,648,853,1164,1281
NCNTY40069N40069,"Johnston County, OK",662,704,853,1107,1200
NCNTY40071N40071,"Kay County, OK",570,648,853,1101,1159
NCNTY40073N40073,"Kingfisher County, OK",664,669,880,1230,1456
NCNTY40075N40075,"Kiowa County, OK",644,648,853,1038,1156
NCNTY40077N40077,"Latimer County, OK",644,648,853,1078,1290
NCNTY40079N40079,"Le Flore County, OK",673,677,853,1148,1225
NCNTY40085N40085,"Love County, OK",664,709,855,1041,1178
NCNTY40089N40089,"McCurtain County, OK",614,680,853,1144,1306
NCNTY40091N40091,"McIntosh County, OK",570,725,853,1212,1252
NCNTY40093N40093,"Major County, OK",662,664,853,1136,1188
NCNTY40095N40095,"Marshall County, OK",644,648,853,1068,1177
NCNTY40097N40097,"Mayes County, OK",662,666,877,1146,1284
NCNTY40099N40099,"Murray County, OK",649,653,860,1047,1289
NCNTY40101N40101,"Muskogee County, OK",646,659,853,1107,1389
NCNTY40103N40103,"Noble County, OK",662,755,853,1212,1453
NCNTY40105N40105,"Nowata County, OK",644,648,853,1103,1252
NCNTY40107N40107,"Okfuskee County, OK",662,755,853,1039,1332
NCNTY40115N40115,"Ottawa County, OK",576,648,853,1053,1156
NCNTY40119N40119,"Payne County, OK",752,804,966,1344,1513
NCNTY40121N40121,"Pittsburg County, OK",652,670,866,1054,1387
NCNTY40123N40123,"Pontotoc County, OK",662,666,877,1138,1178
NCNTY40125N40125,"Pottawatomie County, OK",588,676,879,1149,1270
NCNTY40127N40127,"Pushmataha County, OK",662,722,853,1212,1318
NCNTY40129N40129,"Roger Mills County, OK",693,695,893,1087,1311
NCNTY40133N40133,"Seminole County, OK",570,668,853,1065,1250
NCNTY40137N40137,"Stephens County, OK",684,689,853,1193,1358
NCNTY40139N40139,"Texas County, OK",776,780,927,1129,1579
NCNTY40141N40141,"Tillman County, OK",662,750,853,1038,1289
NCNTY40147N40147,"Washington County, OK",734,755,853,1211,1345
NCNTY40149N40149,"Washita County, OK",662,755,853,1038,1239
NCNTY40151N40151,"Woods County, OK",679,718,875,1096,1284
NCNTY40153N40153,"Woodward County, OK",731,735,968,1264,1649
NCNTY41001N41001,"Baker County, OR",625,746,927,1317,1419
NCNTY41007N41007,"Clatsop County, OR",910,1038,1252,1733,2133
NCNTY41011N41011,"Coos County, OR",719,836,1075,1528,1816
NCNTY41013N41013,"Crook County, OR",761,936,1138,1519,1695
NCNTY41015N41015,"Curry County, OR",827,985,1234,1754,2019
NCNTY41019N41019,"Douglas County, OR",849,965,1270,1805,2144
NCNTY41021N41021,"Gilliam County, OR",754,856,1127,1409,1702
NCNTY41023N41023,"Grant County, OR",623,713,932,1325,1588
NCNTY41025N41025,"Harney County, OR",586,666,877,1246,1494
NCNTY41027N41027,"Hood River County, OR",969,1101,1449,2059,2468
NCNTY41031N41031,"Jefferson County, OR",728,860,1089,1548,1852
NCNTY41035N41035,"Klamath County, OR",676,768,1011,1437,1722
NCNTY41037N41037,"Lake County, OR",666,793,896,1273,1526
NCNTY41041N41041,"Lincoln County, OR",838,946,1219,1713,2076
NCNTY41045N41045,"Malheur County, OR",652,716,942,1302,1605
NCNTY41049N41049,"Morrow County, OR",690,784,1032,1420,1584
NCNTY41055N41055,"Sherman County, OR",748,850,1119,1574,1814
NCNTY41057N41057,"Tillamook County, OR",802,887,1167,1659,1947
NCNTY41059N41059,"Umatilla County, OR",698,818,1018,1447,1734
NCNTY41061N41061,"Union County, OR",704,800,1053,1496,1662
NCNTY41063N41063,"Wallowa County, OR",631,773,944,1342,1608
NCNTY41065N41065,"Wasco County, OR",854,919,1183,1642,2025
NCNTY41069N41069,"Wheeler County, OR",590,671,883,1248,1504
NCNTY42009N42009,"Bedford County, PA",677,682,875,1125,1279
NCNTY42015N42015,"Bradford County, PA",770,775,921,1173,1413
NCNTY42023N42023,"Cameron County, PA",645,665,875,1065,1175
NCNTY42031N42031,"Clarion County, PA",728,732,875,1065,1442
NCNTY42033N42033,"Clearfield County, PA",636,715,887,1179,1318
NCNTY42035N42035,"Clinton County, PA",643,730,961,1219,1637
NCNTY42039N42039,"Crawford County, PA",647,680,875,1110,1304
NCNTY42047N42047,"Elk County, PA",585,736,875,1179,1280
NCNTY42053N42053,"Forest County, PA",686,743,932,1134,1360
NCNTY42057N42057,"Fulton County, PA",645,734,875,1138,1490
NCNTY42059N42059,"Greene County, PA",773,777,922,1122,1248
NCNTY42061N42061,"Huntingdon County, PA",657,724,875,1123,1324
NCNTY42063N42063,"Indiana County, PA",645,743,875,1130,1185
NCNTY42065N42065,"Jefferson County, PA",588,680,879,1083,1181
NCNTY42067N42067,"Juniata County, PA",607,670,875,1099,1278
NCNTY42073N42073,"Lawrence County, PA",606,688,906,1197,1424
NCNTY42083N42083,"McKean County, PA",645,678,875,1097,1269
NCNTY42087N42087,"Mifflin County, PA",644,727,875,1171,1457
NCNTY42097N42097,"Northumberland County, PA",617,683,875,1065,1175
NCNTY42105N42105,"Potter County, PA",645,665,875,1111,1279
NCNTY42107N42107,"Schuylkill County, PA",686,691,893,1180,1258
NCNTY42109N42109,"Snyder County, PA",778,779,898,1182,1290
NCNTY42111N42111,"Somerset County, PA",745,750,875,1189,1301
NCNTY42113N42113,"Sullivan County, PA",645,731,875,1244,1490
NCNTY42115N42115,"Susquehanna County, PA",688,719,934,1204,1309
NCNTY42117N42117,"Tioga County, PA",610,693,912,1187,1309
NCNTY42119N42119,"Union County, PA",700,841,950,1334,1618
NCNTY42121N42121,"Venango County, PA",585,694,875,1091,1324
NCNTY42123N42123,"Warren County, PA",689,693,875,1135,1303
NCNTY42127N42127,"Wayne County, PA",752,886,1055,1284,1480
NCNTY45001N45001,"Abbeville County, SC",667,671,836,1188,1424
NCNTY45005N45005,"Allendale County, SC",690,723,836,1150,1195
NCNTY45009N45009,"Bamberg County, SC",631,635,836,1188,1304
NCNTY45011N45011,"Barnwell County, SC",650,655,836,1116,1166
NCNTY45021N45021,"Cherokee County, SC",636,643,847,1095,1235
NCNTY45025N45025,"Chesterfield County, SC",684,689,836,1084,1148
NCNTY45029N45029,"Colleton County, SC",734,787,889,1084,1298
NCNTY45033N45033,"Dillon County, SC",654,658,836,1028,1323
NCNTY45043N45043,"Georgetown County, SC",798,803,1057,1502,1515
NCNTY45047N45047,"Greenwood County, SC",729,734,894,1106,1201
NCNTY45049N45049,"Hampton County, SC",690,740,836,1171,1424
NCNTY45061N45061,"Lee County, SC",672,676,836,1188,1398
NCNTY45065N45065,"McCormick County, SC",648,652,858,1219,1226
NCNTY45067N45067,"Marion County, SC",661,732,836,1056,1424
NCNTY45069N45069,"Marlboro County, SC",559,635,836,1053,1149
NCNTY45071N45071,"Newberry County, SC",700,704,927,1138,1356
NCNTY45073N45073,"Oconee County, SC",603,685,902,1140,1212
NCNTY45075N45075,"Orangeburg County, SC",724,740,836,1060,1299
NCNTY45087N45087,"Union County, SC",590,635,836,1114,1146
NCNTY45089N45089,"Williamsburg County, SC",631,635,836,1031,1324
NCNTY46003N46003,"Aurora County, SD",610,732,877,1090,1430
NCNTY46005N46005,"Beadle County, SD",625,672,884,1150,1342
NCNTY46007N46007,"Bennett County, SD",636,787,914,1112,1490
NCNTY46009N46009,"Bon Homme County, SD",610,666,877,1246,1267
NCNTY46011N46011,"Brookings County, SD",695,702,911,1295,1552
NCNTY46013N46013,"Brown County, SD",717,722,931,1323,1586
NCNTY46015N46015,"Brule County, SD",610,666,877,1246,1494
NCNTY46017N46017,"Buffalo County, SD",713,779,1025,1247,1671
NCNTY46019N46019,"Butte County, SD",667,726,955,1162,1557
NCNTY46021N46021,"Campbell County, SD",610,666,877,1233,1430
NCNTY46023N46023,"Charles Mix County, SD",610,750,877,1200,1297
NCNTY46025N46025,"Clark County, SD",610,666,877,1067,1256
NCNTY46027N46027,"Clay County, SD",608,691,909,1292,1548
NCNTY46029N46029,"Codington County, SD",648,736,969,1319,1651
NCNTY46031N46031,"Corson County, SD",610,776,877,1067,1214
NCNTY46033N46033,"Custer County, SD",783,855,1125,1479,1834
NCNTY46035N46035,"Davison County, SD",650,710,935,1280,1593
NCNTY46037N46037,"Day County, SD",610,691,877,1147,1430
NCNTY46039N46039,"Deuel County, SD",610,666,877,1246,1430
NCNTY46041N46041,"Dewey County, SD",610,762,877,1122,1182
NCNTY46043N46043,"Douglas County, SD",635,694,913,1219,1489
NCNTY46045N46045,"Edmunds County, SD",610,666,877,1171,1494
NCNTY46047N46047,"Fall River County, SD",733,801,1054,1283,1718
NCNTY46049N46049,"Faulk County, SD",610,666,877,1171,1430
NCNTY46051N46051,"Grant County, SD",610,666,877,1074,1430
NCNTY46053N46053,"Gregory County, SD",610,686,877,1246,1494
NCNTY46055N46055,"Haakon County, SD",636,695,915,1221,1492
NCNTY46057N46057,"Hamlin County, SD",610,700,877,1227,1232
NCNTY46059N46059,"Hand County, SD",610,666,877,1246,1430
NCNTY46061N46061,"Hanson County, SD",610,666,877,1203,1208
NCNTY46063N46063,"Harding County, SD",623,681,896,1196,1461
NCNTY46065N46065,"Hughes County, SD",632,718,945,1343,1541
NCNTY46067N46067,"Hutchinson County, SD",640,727,957,1165,1286
NCNTY46069N46069,"Hyde County, SD",616,673,886,1078,1445
NCNTY46071N46071,"Jackson County, SD",610,776,877,1106,1225
NCNTY46073N46073,"Jerauld County, SD",610,776,877,1246,1430
NCNTY46075N46075,"Jones County, SD",623,681,896,1196,1461
NCNTY46077N46077,"Kingsbury County, SD",641,700,921,1121,1502
NCNTY46079N46079,"Lake County, SD",610,673,877,1246,1402
NCNTY46081N46081,"Lawrence County, SD",628,713,939,1334,1599
NCNTY46085N46085,"Lyman County, SD",624,681,897,1092,1528
NCNTY46089N46089,"McPherson County, SD",610,666,877,1246,1430
NCNTY46091N46091,"Marshall County, SD",610,666,877,1246,1430
NCNTY46095N46095,"Mellette County, SD",610,666,877,1153,1430
NCNTY46097N46097,"Miner County, SD",610,666,877,1067,1430
NCNTY46101N46101,"Moody County, SD",610,697,877,1205,1494
NCNTY46102N46102,"Oglala Lakota County",610,666,877,1150,1425
NCNTY46105N46105,"Perkins County, SD",610,705,877,1174,1430
NCNTY46107N46107,"Potter County, SD",613,669,881,1176,1192
NCNTY46109N46109,"Roberts County, SD",610,714,877,1186,1433
NCNTY46111N46111,"Sanborn County, SD",610,697,877,1246,1430
NCNTY46115N46115,"Spink County, SD",610,681,877,1067,1246
NCNTY46117N46117,"Stanley County, SD",726,792,1043,1392,1700
NCNTY46119N46119,"Sully County, SD",623,681,896,1196,1461
NCNTY46121N46121,"Todd County, SD",610,666,877,1173,1430
NCNTY46123N46123,"Tripp County, SD",610,666,877,1101,1430
NCNTY46129N46129,"Walworth County, SD",610,666,877,1067,1319
NCNTY46135N46135,"Yankton County, SD",610,677,877,1225,1451
NCNTY46137N46137,"Ziebach County, SD",610,666,877,1087,1345
NCNTY47003N47003,"Bedford County, TN",767,772,950,1156,1276
NCNTY47005N47005,"Benton County, TN",638,642,798,971,1272
NCNTY47007N47007,"Bledsoe County, TN",602,606,798,1134,1359
NCNTY47017N47017,"Carroll County, TN",651,707,798,1033,1072
NCNTY47025N47025,"Claiborne County, TN",651,707,798,1051,1072
NCNTY47027N47027,"Clay County, TN",629,633,798,1134,1247
NCNTY47029N47029,"Cocke County, TN",602,606,798,1124,1132
NCNTY47031N47031,"Coffee County, TN",647,651,851,1139,1430
NCNTY47035N47035,"Cumberland County, TN",658,662,814,1157,1272
NCNTY47039N47039,"Decatur County, TN",602,606,798,1017,1122
NCNTY47041N47041,"DeKalb County, TN",602,606,798,1031,1148
NCNTY47045N47045,"Dyer County, TN",616,620,804,1143,1236
NCNTY47049N47049,"Fentress County, TN",602,606,798,983,1188
NCNTY47051N47051,"Franklin County, TN",658,664,807,1077,1223
NCNTY47055N47055,"Giles County, TN",663,719,813,1018,1312
NCNTY47059N47059,"Greene County, TN",618,707,798,1134,1283
NCNTY47061N47061,"Grundy County, TN",638,642,798,1002,1122
NCNTY47067N47067,"Hancock County, TN",613,617,798,971,1359
NCNTY47069N47069,"Hardeman County, TN",602,606,798,1085,1094
NCNTY47071N47071,"Hardin County, TN",602,606,798,1068,1072
NCNTY47075N47075,"Haywood County, TN",600,606,798,1054,1230
NCNTY47077N47077,"Henderson County, TN",651,707,798,1054,1072
NCNTY47079N47079,"Henry County, TN",605,609,802,976,1077
NCNTY47081N47081,"Hickman County, TN",651,707,798,1134,1359
NCNTY47083N47083,"Houston County, TN",645,649,802,976,1077
NCNTY47085N47085,"Humphreys County, TN",651,707,798,1111,1333
NCNTY47087N47087,"Jackson County, TN",602,606,798,971,1072
NCNTY47091N47091,"Johnson County, TN",651,707,798,971,1122
NCNTY47095N47095,"Lake County, TN",651,659,798,1021,1160
NCNTY47097N47097,"Lauderdale County, TN",602,606,798,1040,1277
NCNTY47099N47099,"Lawrence County, TN",614,618,813,1027,1143
NCNTY47101N47101,"Lewis County, TN",602,606,798,971,1359
NCNTY47103N47103,"Lincoln County, TN",654,710,802,1140,1351
NCNTY47107N47107,"McMinn County, TN",700,751,880,1178,1182
NCNTY47109N47109,"McNairy County, TN",630,634,798,1075,1187
NCNTY47117N47117,"Marshall County, TN",688,692,911,1182,1224
NCNTY47121N47121,"Meigs County, TN",629,633,798,1118,1122
NCNTY47123N47123,"Monroe County, TN",534,641,798,1059,1072
NCNTY47127N47127,"Moore County, TN",644,648,817,1059,1149
NCNTY47131N47131,"Obion County, TN",580,664,798,1007,1072
NCNTY47133N47133,"Overton County, TN",651,707,798,1068,1072
NCNTY47135N47135,"Perry County, TN",602,606,798,1013,1122
NCNTY47137N47137,"Pickett County, TN",648,652,822,1000,1156
NCNTY47141N47141,"Putnam County, TN",667,672,884,1208,1384
NCNTY47143N47143,"Rhea County, TN",602,606,798,1088,1153
NCNTY47151N47151,"Scott County, TN",651,666,798,1134,1140
NCNTY47155N47155,"Sevier County, TN",761,820,990,1263,1330
NCNTY47175N47175,"Van Buren County, TN",651,652,798,1084,1122
NCNTY47177N47177,"Warren County, TN",611,615,809,992,1146
NCNTY47181N47181,"Wayne County, TN",651,662,798,1036,1122
NCNTY47183N47183,"Weakley County, TN",651,663,798,971,1166
NCNTY47185N47185,"White County, TN",654,658,866,1054,1163
NCNTY48001N48001,"Anderson County, TX",724,799,960,1295,1518
NCNTY48003N48003,"Andrews County, TX",937,1078,1243,1616,1828
NCNTY48005N48005,"Angelina County, TX",862,865,1021,1260,1372
NCNTY48007N48007,"Aransas County, TX",883,1029,1171,1664,1723
NCNTY48017N48017,"Bailey County, TX",661,698,877,1067,1290
NCNTY48023N48023,"Baylor County, TX",661,675,877,1246,1290
NCNTY48025N48025,"Bee County, TX",845,852,1121,1485,1651
NCNTY48031N48031,"Blanco County, TX",854,902,1133,1379,1548
NCNTY48033N48033,"Borden County, TX",720,761,955,1253,1405
NCNTY48035N48035,"Bosque County, TX",688,693,912,1262,1283
NCNTY48043N48043,"Brewster County, TX",815,884,1081,1316,1721
NCNTY48045N48045,"Briscoe County, TX",661,698,877,1246,1290
NCNTY48047N48047,"Brooks County, TX",661,698,877,1067,1290
NCNTY48049N48049,"Brown County, TX",649,738,971,1264,1414
NCNTY48053N48053,"Burnet County, TX",687,828,1027,1413,1418
NCNTY48057N48057,"Calhoun County, TX",633,831,939,1334,1381
NCNTY48063N48063,"Camp County, TX",661,666,877,1246,1324
NCNTY48067N48067,"Cass County, TX",661,666,877,1194,1494
NCNTY48069N48069,"Castro County, TX",661,776,877,1246,1290
NCNTY48073N48073,"Cherokee County, TX",604,687,904,1285,1330
NCNTY48075N48075,"Childress County, TX",743,752,985,1199,1449
NCNTY48079N48079,"Cochran County, TX",661,698,877,1067,1178
NCNTY48081N48081,"Coke County, TX",661,666,877,1067,1290
NCNTY48083N48083,"Coleman County, TX",746,752,990,1205,1330
NCNTY48087N48087,"Collingsworth County, TX",661,776,877,1103,1290
NCNTY48089N48089,"Colorado County, TX",701,707,930,1164,1368
NCNTY48093N48093,"Comanche County, TX",661,776,877,1246,1307
NCNTY48095N48095,"Concho County, TX",795,839,1054,1383,1550
NCNTY48097N48097,"Cooke County, TX",853,859,1088,1457,1617
NCNTY48101N48101,"Cottle County, TX",720,761,955,1162,1627
NCNTY48103N48103,"Crane County, TX",726,767,963,1172,1417
NCNTY48105N48105,"Crockett County, TX",661,698,877,1150,1290
NCNTY48109N48109,"Culberson County, TX",720,761,955,1253,1405
NCNTY48111N48111,"Dallam County, TX",661,776,877,1236,1351
NCNTY48115N48115,"Dawson County, TX",661,749,877,1174,1178
NCNTY48117N48117,"Deaf Smith County, TX",746,751,988,1205,1464
NCNTY48119N48119,"Delta County, TX",661,750,877,1240,1290
NCNTY48123N48123,"DeWitt County, TX",792,897,1050,1301,1567
NCNTY48125N48125,"Dickens County, TX",661,698,877,1150,1290
NCNTY48127N48127,"Dimmit County, TX",661,692,877,1246,1290
NCNTY48129N48129,"Donley County, TX",661,666,877,1222,1290
NCNTY48131N48131,"Duval County, TX",661,698,877,1218,1222
NCNTY48133N48133,"Eastland County, TX",586,776,877,1149,1494
NCNTY48137N48137,"Edwards County, TX",720,761,955,1253,1405
NCNTY48143N48143,"Erath County, TX",797,802,988,1404,1546
NCNTY48147N48147,"Fannin County, TX",692,697,918,1305,1472
NCNTY48149N48149,"Fayette County, TX",741,783,983,1351,1434
NCNTY48151N48151,"Fisher County, TX",661,666,877,1149,1290
NCNTY48153N48153,"Floyd County, TX",737,742,977,1189,1437
NCNTY48155N48155,"Foard County, TX",720,761,955,1253,1405
NCNTY48159N48159,"Franklin County, TX",758,764,1006,1224,1399
NCNTY48161N48161,"Freestone County, TX",661,666,877,1080,1290
NCNTY48163N48163,"Frio County, TX",743,872,985,1229,1678
NCNTY48165N48165,"Gaines County, TX",661,698,877,1067,1290
NCNTY48169N48169,"Garza County, TX",661,698,877,1124,1366
NCNTY48171N48171,"Gillespie County, TX",884,890,1171,1664,1723
NCNTY48173N48173,"Glasscock County, TX",720,761,955,1253,1405
NCNTY48177N48177,"Gonzales County, TX",692,777,917,1303,1562
NCNTY48179N48179,"Gray County, TX",645,733,965,1174,1298
NCNTY48185N48185,"Grimes County, TX",709,749,940,1144,1320
NCNTY48189N48189,"Hale County, TX",661,765,877,1232,1494
NCNTY48191N48191,"Hall County, TX",661,666,877,1174,1290
NCNTY48193N48193,"Hamilton County, TX",732,744,971,1182,1304
NCNTY48195N48195,"Hansford County, TX",780,813,1034,1258,1521
NCNTY48197N48197,"Hardeman County, TX",661,666,877,1228,1290
NCNTY48205N48205,"Hartley County, TX",853,902,1132,1515,1521
NCNTY48207N48207,"Haskell County, TX",661,698,877,1246,1290
NCNTY48211N48211,"Hemphill County, TX",826,833,1096,1334,1612
NCNTY48213N48213,"Henderson County, TX",733,738,961,1276,1372
NCNTY48217N48217,"Hill County, TX",617,728,923,1226,1437
NCNTY48219N48219,"Hockley County, TX",661,776,877,1246,1494
NCNTY48221N48221,"Hood County, TX",913,1089,1329,1617,1955
NCNTY48223N48223,"Hopkins County, TX",655,782,979,1391,1464
NCNTY48225N48225,"Houston County, TX",663,677,880,1073,1182
NCNTY48227N48227,"Howard County, TX",800,935,1138,1385,1938
NCNTY48233N48233,"Hutchinson County, TX",739,745,980,1243,1398
NCNTY48237N48237,"Jack County, TX",661,698,877,1246,1494
NCNTY48239N48239,"Jackson County, TX",726,853,963,1336,1417
NCNTY48241N48241,"Jasper County, TX",726,740,963,1289,1294
NCNTY48243N48243,"Jeff Davis County, TX",720,761,955,1253,1405
NCNTY48247N48247,"Jim Hogg County, TX",661,698,877,1246,1290
NCNTY48249N48249,"Jim Wells County, TX",739,791,980,1241,1669
NCNTY48255N48255,"Karnes County, TX",741,892,1007,1414,1536
NCNTY48261N48261,"Kenedy County, TX",720,761,955,1253,1405
NCNTY48263N48263,"Kent County, TX",720,761,955,1253,1405
NCNTY48265N48265,"Kerr County, TX",818,892,1085,1439,1662
NCNTY48267N48267,"Kimble County, TX",668,738,886,1078,1303
NCNTY48269N48269,"King County, TX",720,761,955,1253,1405
NCNTY48271N48271,"Kinney County, TX",720,761,955,1253,1405
NCNTY48273N48273,"Kleberg County, TX",784,852,1122,1366,1691
NCNTY48275N48275,"Knox County, TX",661,698,877,1067,1290
NCNTY48277N48277,"Lamar County, TX",595,693,890,1202,1516
NCNTY48279N48279,"Lamb County, TX",661,666,877,1178,1243
NCNTY48283N48283,"La Salle County, TX",661,776,877,1246,1290
NCNTY48285N48285,"Lavaca County, TX",737,758,978,1212,1314
NCNTY48287N48287,"Lee County, TX",848,934,1125,1369,1655
NCNTY48289N48289,"Leon County, TX",709,714,940,1216,1383
NCNTY48293N48293,"Limestone County, TX",612,695,915,1114,1404
NCNTY48295N48295,"Lipscomb County, TX",670,707,888,1091,1306
NCNTY48297N48297,"Live Oak County, TX",672,677,891,1266,1311
NCNTY48299N48299,"Llano County, TX",887,894,1177,1432,1741
NCNTY48301N48301,"Loving County, TX",720,761,955,1253,1405
NCNTY48307N48307,"McCulloch County, TX",739,780,980,1193,1442
NCNTY48311N48311,"McMullen County, TX",720,761,955,1253,1405
NCNTY48313N48313,"Madison County, TX",726,838,963,1221,1417
NCNTY48315N48315,"Marion County, TX",666,735,883,1228,1299
NCNTY48319N48319,"Mason County, TX",678,716,899,1208,1322
NCNTY48321N48321,"Matagorda County, TX",800,805,1060,1398,1806
NCNTY48323N48323,"Maverick County, TX",725,730,912,1158,1225
NCNTY48327N48327,"Menard County, TX",661,698,877,1233,1290
NCNTY48331N48331,"Milam County, TX",666,675,884,1149,1506
NCNTY48333N48333,"Mills County, TX",661,698,877,1067,1290
